제요금입력역명,제요금입력일자,제요금일련번호,운송장접수일자,운송장번호,사용신청역명,지시일자,지시번호,화통입력일자,화통번호,화차차량번호,화물운송1단가,화물운송2단가,화물운송3단가,화차1차량수,화차2차량수,화차3차량수,화물지시종류,전세열차번호,최초등록일시,최종변경일시
적량,2012-03-26,1,40990,54121,적량,2012-03-26,1,2012-03-22,26437,20826,24700,24700,0,1,1,1,착역변경 ,,2012-03-26 16:31,2012-03-26 16:31
적량,2012-03-26,2,40990,54121,적량,2012-03-26,2,2012-03-22,26436,20717,24700,24700,0,1,1,1,착역변경 ,,2012-03-26 16:31,2012-03-26 16:31
적량,2012-03-26,3,40990,54121,적량,2012-03-26,3,2012-03-22,26435,20548,24700,24700,0,1,1,1,착역변경 ,,2012-03-26 16:31,2012-03-26 16:31
적량,2012-04-07,1,41005,59835,적량,2012-04-07,1,2012-04-06,87405,20826,24700,24700,0,1,1,1,착역변경 ,,2012-04-07 15:10,2012-04-07 15:10
적량,2012-04-07,2,41005,59835,적량,2012-04-07,2,2012-04-06,87404,20600,24700,24700,0,1,1,1,착역변경 ,,2012-04-07 15:11,2012-04-07 15:11
적량,2012-04-07,3,41005,59835,적량,2012-04-07,3,2012-04-06,87402,20474,24700,24700,0,1,1,1,착역변경 ,,2012-04-07 15:11,2012-04-07 15:11
흥국사,2012-04-10,1,,,흥국사,2012-04-10,1,2012-04-10,22109,70590,24700,24700,0,1,1,1,착역변경 ,,2012-04-10 17:33,2012-04-12 11:10
괴동,2012-04-18,1,41013,12975,괴동,2012-04-18,1,2012-04-16,43175,70935,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 13:06,2012-04-18 13:06
괴동,2012-04-18,2,41013,12975,괴동,2012-04-18,2,2012-04-16,43176,70952,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 13:07,2012-04-18 13:07
괴동,2012-04-18,3,41013,13052,괴동,2012-04-18,9,2012-04-17,47497,71180,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,4,41013,13052,괴동,2012-04-18,10,2012-04-17,47496,71047,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,5,41013,12984,괴동,2012-04-18,3,2012-04-17,47451,70961,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,6,41013,12984,괴동,2012-04-18,4,2012-04-17,47450,70951,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,7,41013,12984,괴동,2012-04-18,5,2012-04-17,47449,70942,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,8,41013,12984,괴동,2012-04-18,6,2012-04-17,47448,70930,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,9,41013,12984,괴동,2012-04-18,7,2012-04-17,47447,70928,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
괴동,2012-04-18,10,41013,12984,괴동,2012-04-18,8,2012-04-17,47446,70891,24700,24700,0,1,1,1,착역변경 ,,2012-04-18 15:01,2012-04-18 15:01
울산,2012-04-24,1,41019,15407,울산,2012-04-24,1,2012-04-24,76407,971003,0,24700,351700,1,1,1,탁송취소,,2012-04-24 14:11,2012-04-24 14:11
온산,2012-04-26,2,41019,15074,온산,2012-04-26,1,2012-04-24,75121,945035,24700,24700,0,1,1,1,발역송환,,2012-04-26 17:41,2012-04-26 17:41
태금,2012-04-26,1,41025,17489,태금,2012-04-26,1,2012-04-26,87000,922036,0,24700,351700,1,1,1,탁송취소,,2012-04-26 19:37,2012-04-26 19:37
울산,2012-05-10,1,41038,22380,울산,2012-05-10,1,2012-05-09,54957,71102,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,2,41037,22130,울산,2012-05-10,2,2012-05-09,54956,76169,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,3,41037,22130,울산,2012-05-10,3,2012-05-09,54955,76109,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,4,41037,22130,울산,2012-05-10,4,2012-05-09,54954,76090,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,5,41037,22130,울산,2012-05-10,5,2012-05-09,54953,70974,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,6,41037,22130,울산,2012-05-10,6,2012-05-09,54952,70963,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,7,41037,22130,울산,2012-05-10,7,2012-05-09,54951,70908,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,8,41037,22130,울산,2012-05-10,8,2012-05-09,54950,70885,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,9,41037,22130,울산,2012-05-10,9,2012-05-09,54949,70861,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
울산,2012-05-10,10,41037,22130,울산,2012-05-10,10,2012-05-09,54948,70490,24700,24700,0,1,1,1,착역변경 ,,2012-05-10 14:27,2012-05-10 14:27
의왕,2012-05-14,1,41043,24453,의왕,2012-05-14,15,2012-05-14,75193,70862,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:26,2012-05-14 21:26
의왕,2012-05-14,2,41043,24147,의왕,2012-05-14,16,2012-05-14,74536,70942,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:27,2012-05-14 21:27
의왕,2012-05-14,3,41043,24147,의왕,2012-05-14,17,2012-05-14,74538,70967,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:27,2012-05-14 21:27
의왕,2012-05-14,4,41043,24147,의왕,2012-05-14,18,2012-05-14,74532,70895,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:28,2012-05-14 21:28
의왕,2012-05-14,5,41042,23874,의왕,2012-05-14,19,2012-05-13,72351,70951,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:29,2012-05-14 21:29
의왕,2012-05-14,6,41042,23874,의왕,2012-05-14,20,2012-05-13,72350,70891,0,24700,351700,1,1,1,탁송취소,,2012-05-14 21:29,2012-05-14 21:29
신광양,2012-05-17,1,41044,24917,신광양,2012-05-17,1,2012-05-16,84280,976824,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:13,2012-05-17 11:13
신광양,2012-05-17,2,41044,24917,신광양,2012-05-17,4,2012-05-16,84277,70820,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:13,2012-05-17 11:13
신광양,2012-05-17,3,41044,24917,신광양,2012-05-17,6,2012-05-16,84275,70400,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:14,2012-05-17 11:14
신광양,2012-05-17,4,41044,24917,신광양,2012-05-17,2,2012-05-16,84279,976026,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:14,2012-05-17 11:14
신광양,2012-05-17,5,41044,24917,신광양,2012-05-17,9,2012-05-16,84272,70087,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:15,2012-05-17 11:15
신광양,2012-05-17,6,41044,24917,신광양,2012-05-17,7,2012-05-16,84274,70386,24700,24700,0,1,1,1,착역변경 ,,2012-05-17 11:15,2012-05-17 11:15
의왕,2004-04-06,1,,14783,의왕,2004-04-06,2,,11246,71030,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-06,2,,14792,의왕,2004-04-06,3,,11257,70684,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-09,1,,15007,의왕,2004-04-09,1,,11876,70017,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-10,1,,15104,의왕,2004-04-10,3,,12469,70356,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-14,1,,15306,의왕,2004-04-14,1,,13026,70120,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-04-16,1,,38750,흥국사,2004-04-16,1,,0,763205,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-20,1,,15681,의왕,2004-04-20,3,,10941,70663,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-04-20,2,,15666,의왕,2004-04-20,7,,11036,70397,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-04-26,1,,39359,흥국사,2004-04-26,1,,0,71012,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-04-28,1,,39500,흥국사,2004-04-28,1,,0,976110,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-06,1,,16553,의왕,2004-05-06,2,,11890,70390,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-06,2,,16577,의왕,2004-05-06,5,,11937,976905,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-05-07,1,,39999,흥국사,2004-05-07,1,,29052,70436,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-08,1,,16669,의왕,2004-05-08,2,,12366,976075,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-08,2,,16669,의왕,2004-05-08,3,,12367,976260,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-10,1,,16788,의왕,2004-05-10,4,,12666,70125,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-05-11,1,,30243,흥국사,2004-05-11,1,,0,70650,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-12,1,,16898,의왕,2004-05-12,1,,13188,70032,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-05-13,1,,30378,흥국사,2004-05-13,1,,0,70404,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-20,1,,17413,의왕,2004-05-20,2,,11616,70328,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-05-21,1,,30862,흥국사,2004-05-21,1,,0,763105,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-29,1,,18002,의왕,2004-05-29,45,,10780,976237,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-29,2,,18003,의왕,2004-05-29,46,,10781,70147,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-05-29,3,,18003,의왕,2004-05-29,47,,10782,976820,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-01,6,,18196,의왕,2004-06-01,1,,11649,70044,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-09,1,,18682,의왕,2004-06-09,2,,10084,70401,0,22500,145500,0,2,0,탁송취소,4934,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-09,2,,18712,의왕,2004-06-09,4,,10086,70052,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-09,3,,18715,의왕,2004-06-09,9,,10144,70109,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-15,1,,19062,의왕,2004-06-15,2,,11581,70035,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-21,1,,19437,의왕,2004-06-21,1,,13137,70015,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-23,1,,19575,의왕,2004-06-23,3,,10085,70800,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-06-28,1,,19894,의왕,2004-06-28,6,,11722,976818,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-01,6,,10135,의왕,2004-07-01,10,,12924,975234,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,,10171,의왕,2004-07-02,2,,12981,70047,0,22500,145500,0,6,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,2,,10222,의왕,2004-07-02,11,,13314,70573,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-15,1,,11043,의왕,2004-07-15,8,,12621,70529,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-19,1,,11276,의왕,2004-07-19,5,,13510,70027,0,22500,145500,0,4,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-24,1,,11643,의왕,2004-07-24,1,,11585,70224,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-26,1,,11777,의왕,2004-07-26,2,,0,      ,0,22500,145500,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-26,2,,11792,의왕,2004-07-26,3,,12174,70419,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-27,1,,11825,의왕,2004-07-27,1,,12444,976634,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-05,1,,12399,의왕,2004-08-05,4,,11607,70579,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-09,1,,12569,의왕,2004-08-09,2,,12142,763017,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-08-10,1,,35614,흥국사,2004-08-10,1,,0,976846,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-08-12,1,,35710,흥국사,2004-08-12,1,,0,70237,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,1,,12771,의왕,2004-08-12,3,,12888,70068,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,2,,12766,의왕,2004-08-12,6,,12891,70451,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-16,1,,13017,의왕,2004-08-16,4,,10068,70353,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-08-27,1,,36658,흥국사,2004-08-27,1,,29213,976227,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-27,1,,13716,의왕,2004-08-27,1,,13570,760875,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-30,1,,13921,의왕,2004-08-30,2,,11057,70112,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-02,1,,14065,의왕,2004-09-02,1,,11872,70311,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-09-06,1,,37223,흥국사,2004-09-06,1,,0,70818,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,1,,14349,의왕,2004-09-07,1,,13429,70392,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,2,,14367,의왕,2004-09-07,3,,13454,70392,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,3,,14370,의왕,2004-09-07,4,,13459,70392,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-08,1,,14444,의왕,2004-09-08,2,,10023,71026,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-11,1,,14634,의왕,2004-09-11,3,,11056,70393,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-14,1,,14811,의왕,2004-09-14,1,,11589,70628,0,22500,145500,0,1,0,탁송취소,4937,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-09-15,1,,37751,흥국사,2004-09-15,1,,0,70735,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-21,1,,15240,의왕,2004-09-21,1,,13742,763142,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-22,1,,15469,의왕,2004-09-22,2,,10786,975044,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-23,1,,15440,의왕,2004-09-23,1,,10843,70283,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-23,2,,15440,의왕,2004-09-23,2,,10844,770008,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-10-06,1,,38911,흥국사,2004-10-06,1,,0,975244,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-06,1,,16128,의왕,2004-10-06,1,,10239,976859,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-07,1,,16208,의왕,2004-10-07,9,,10534,70021,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-10-08,1,,39061,흥국사,2004-10-08,1,,0,976720,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-10,1,,16346,의왕,2004-10-10,1,,11087,976522,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-12,1,,16515,의왕,2004-10-12,2,,11655,71022,0,22500,145500,0,1,0,탁송취소,5854,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-12,2,,16531,의왕,2004-10-12,3,,11668,70553,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-13,1,,16559,의왕,2004-10-13,3,,11968,763043,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-14,1,,16652,의왕,2004-10-14,3,,12300,970002,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-15,1,,16712,의왕,2004-10-15,2,,12657,976526,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-16,1,,16763,의왕,2004-10-16,1,,12929,70829,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-20,1,,17020,의왕,2004-10-20,5,,10333,70544,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-24,1,,17278,의왕,2004-10-24,3,,11790,70599,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-28,1,,17577,의왕,2004-10-28,3,,13066,70776,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,1,,17684,의왕,2004-10-30,2,,13626,70391,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,2,,17683,의왕,2004-10-30,3,,13623,70299,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-11-01,2,,30591,흥국사,2004-11-01,1,,0,763013,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-10,1,,18361,의왕,2004-11-10,2,,13260,70423,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-11-11,1,,31264,흥국사,2004-11-11,1,,0,70773,0,22500,145500,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-11,1,,18443,의왕,2004-11-11,1,,13676,70282,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-11,2,,18443,의왕,2004-11-11,2,,13677,976340,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-11-24,1,,32084,흥국사,2004-11-24,1,,28980,760926,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-02,1,,19642,의왕,2004-12-02,3,,11649,70084,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-12-08,1,,32991,흥국사,2004-12-08,1,,29362,70174,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,1,,10913,의왕,2004-12-27,3,,13103,970117,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,2,,10913,의왕,2004-12-27,4,,13102,970003,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,3,,10936,의왕,2004-12-27,6,,13123,70464,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2004-12-28,1,,34203,흥국사,2004-12-28,1,,29151,976602,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-28,1,,10961,의왕,2004-12-28,4,,13458,70525,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-09,1,,34882,흥국사,2005-01-09,1,,29049,948287,0,22500,145500,0,1,0,탁송취소,3675,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,1,,35428,흥국사,2005-01-19,2,,28962,763069,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,2,,35428,흥국사,2005-01-19,3,,28963,763096,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,3,,35428,흥국사,2005-01-19,4,,28964,976007,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,4,,35428,흥국사,2005-01-19,5,,28965,976826,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,5,,35428,흥국사,2005-01-19,6,,29438,70396,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,6,,35428,흥국사,2005-01-19,7,,29439,70466,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,7,,35428,흥국사,2005-01-19,8,,29440,71032,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-01-19,8,,35428,흥국사,2005-01-19,1,,28961,760929,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-17,1,,13420,의왕,2005-02-17,3,,10257,70370,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,1,,13489,의왕,2005-02-19,1,,10681,763115,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,2,,13489,의왕,2005-02-19,2,,10682,976021,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,3,,13489,의왕,2005-02-19,3,,10683,976325,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-07,1,,14470,의왕,2005-03-07,4,,11779,70205,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-09,1,,14571,의왕,2005-03-09,1,,0,      ,0,22500,145500,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-09,2,,14611,의왕,2005-03-09,2,,12117,976607,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-22,1,,15336,의왕,2005-03-22,7,,12373,70755,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-03-29,1,,39419,흥국사,2005-03-29,1,,29213,763119,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-03-29,2,,39419,흥국사,2005-03-29,2,,29214,975255,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-03-29,3,,39419,흥국사,2005-03-29,3,,29215,976316,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-03-30,1,,39494,흥국사,2005-03-30,1,,29292,70339,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-05-09,1,,31802,흥국사,2005-05-09,1,,29127,976340,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-05-30,1,,33150,흥국사,2005-05-30,1,,29293,70760,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-06-17,1,,34305,흥국사,2005-06-17,1,,29292,70633,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-07-21,1,,36634,흥국사,2005-07-21,1,,29191,760907,0,22500,145500,0,1,0,탁송취소,3675,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-08-12,1,,37911,흥국사,2005-08-12,1,,28967,70008,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-08-12,2,,37911,흥국사,2005-08-12,2,,28968,70110,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-08-12,3,,37911,흥국사,2005-08-12,3,,28969,70140,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-09-07,1,,39502,흥국사,2005-09-07,1,,29430,70598,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-09-07,2,,39502,흥국사,2005-09-07,2,,29431,760946,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-09-12,1,,39769,흥국사,2005-09-12,1,,29093,70802,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
흥국사,2005-09-12,2,,39770,흥국사,2005-09-12,2,,29092,70767,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-10-15,1,,17139,의왕,2005-10-15,2,,12370,970405,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
